id,focus,signal,slack,drag,confidence,score,lane,kind,invariant
g001,event finality,69,42,9,32,167,watch,baseline,monotonic-signal
g002,nonce pressure,56,30,9,35,132,watch,edge,drag-penalty
g003,settlement risk,53,26,11,29,106,watch,recovery,confidence-floor
g004,proof depth,99,27,13,42,202,ship,negative,lane-boundary
g005,event finality,38,65,37,53,9,hold,baseline,monotonic-signal
g006,nonce pressure,99,16,29,63,132,watch,edge,drag-penalty
g007,settlement risk,89,29,6,30,207,ship,recovery,confidence-floor
g008,proof depth,43,73,17,61,135,watch,negative,lane-boundary
g009,event finality,68,63,24,81,160,watch,baseline,monotonic-signal
g010,nonce pressure,84,25,29,95,143,watch,edge,drag-penalty
g011,settlement risk,95,9,12,64,203,ship,recovery,confidence-floor
g012,proof depth,104,73,26,96,247,ship,negative,lane-boundary
g013,event finality,68,38,43,73,32,hold,baseline,monotonic-signal
g014,nonce pressure,54,23,44,66,-23,hold,edge,drag-penalty
g015,settlement risk,50,18,25,24,17,hold,recovery,confidence-floor
g016,proof depth,96,53,17,94,254,ship,negative,lane-boundary
g017,event finality,78,38,36,90,104,watch,baseline,monotonic-signal
g018,nonce pressure,117,68,5,50,327,ship,edge,drag-penalty
g019,settlement risk,52,50,33,34,23,hold,recovery,confidence-floor
g020,proof depth,67,44,27,31,74,hold,negative,lane-boundary
g021,event finality,78,8,26,34,68,hold,baseline,monotonic-signal
g022,nonce pressure,43,28,6,28,112,watch,edge,drag-penalty
g023,settlement risk,117,40,39,41,120,watch,recovery,confidence-floor
g024,proof depth,113,49,36,52,147,watch,negative,lane-boundary
g025,event finality,115,33,36,62,145,watch,baseline,monotonic-signal
g026,nonce pressure,31,50,38,29,-49,hold,edge,drag-penalty
g027,settlement risk,37,61,40,60,-5,hold,recovery,confidence-floor
g028,proof depth,43,69,22,80,125,watch,negative,lane-boundary
g029,event finality,94,76,14,94,288,ship,baseline,monotonic-signal
g030,nonce pressure,79,47,33,63,103,watch,edge,drag-penalty
g031,settlement risk,75,35,44,95,60,hold,recovery,confidence-floor
g032,proof depth,110,31,9,72,278,ship,negative,lane-boundary
g033,event finality,97,32,14,65,221,ship,baseline,monotonic-signal
g034,nonce pressure,94,70,39,23,86,hold,edge,drag-penalty
g035,settlement risk,52,21,11,93,163,watch,recovery,confidence-floor
g036,proof depth,79,34,28,89,141,watch,negative,lane-boundary
g037,event finality,52,8,29,49,16,hold,baseline,monotonic-signal
g038,nonce pressure,42,68,10,33,135,watch,edge,drag-penalty
g039,settlement risk,84,30,44,30,8,hold,recovery,confidence-floor
g040,proof depth,109,14,21,33,160,watch,negative,lane-boundary
g041,event finality,37,8,32,27,-51,hold,baseline,monotonic-signal
g042,nonce pressure,48,43,18,40,89,hold,edge,drag-penalty
g043,settlement risk,57,28,12,51,133,watch,recovery,confidence-floor
g044,proof depth,109,23,11,61,247,ship,negative,lane-boundary
g045,event finality,95,58,33,28,111,watch,baseline,monotonic-signal
g046,nonce pressure,91,43,24,59,164,watch,edge,drag-penalty
g047,settlement risk,49,73,21,79,145,watch,recovery,confidence-floor
g048,proof depth,31,55,21,93,105,watch,negative,lane-boundary
g049,event finality,70,49,23,62,136,watch,baseline,monotonic-signal
g050,nonce pressure,93,13,25,94,168,watch,edge,drag-penalty
g051,settlement risk,108,33,7,71,285,ship,recovery,confidence-floor
g052,proof depth,31,45,41,64,-34,hold,negative,lane-boundary
g053,event finality,84,54,18,22,154,watch,baseline,monotonic-signal
g054,nonce pressure,70,38,29,92,125,watch,edge,drag-penalty
g055,settlement risk,66,55,36,88,95,hold,recovery,confidence-floor
g056,proof depth,68,66,41,48,45,hold,negative,lane-boundary
g057,event finality,72,74,24,32,130,watch,baseline,monotonic-signal
g058,nonce pressure,78,11,38,29,6,hold,edge,drag-penalty
g059,settlement risk,84,52,13,32,187,watch,recovery,confidence-floor
g060,proof depth,47,40,14,26,90,hold,negative,lane-boundary
g061,event finality,32,36,37,39,-46,hold,baseline,monotonic-signal
g062,nonce pressure,116,37,29,50,174,watch,edge,drag-penalty
g063,settlement risk,63,75,6,60,231,ship,recovery,confidence-floor
g064,proof depth,50,26,17,27,68,hold,negative,lane-boundary
g065,event finality,47,39,45,58,-34,hold,baseline,monotonic-signal
g066,nonce pressure,93,13,39,78,82,hold,edge,drag-penalty
g067,settlement risk,32,73,38,92,39,hold,recovery,confidence-floor
g068,proof depth,93,35,18,61,192,watch,negative,lane-boundary
g069,event finality,83,19,9,93,233,ship,baseline,monotonic-signal
g070,nonce pressure,37,13,6,70,127,watch,edge,drag-penalty
g071,settlement risk,62,48,6,63,205,ship,recovery,confidence-floor
g072,proof depth,78,33,8,21,170,watch,negative,lane-boundary
g073,event finality,89,28,10,91,247,ship,baseline,monotonic-signal
g074,nonce pressure,98,63,34,87,176,watch,edge,drag-penalty
g075,settlement risk,62,48,26,47,89,hold,recovery,confidence-floor
g076,proof depth,48,8,45,31,-90,hold,negative,lane-boundary
g077,event finality,44,60,14,28,106,watch,baseline,monotonic-signal
g078,nonce pressure,90,54,21,31,160,watch,edge,drag-penalty
g079,settlement risk,72,18,26,25,57,hold,recovery,confidence-floor
g080,proof depth,111,38,9,38,253,ship,negative,lane-boundary
g081,event finality,46,50,23,49,76,hold,baseline,monotonic-signal
g082,nonce pressure,61,59,40,59,40,hold,edge,drag-penalty
g083,settlement risk,72,43,41,26,8,hold,recovery,confidence-floor
g084,proof depth,37,60,22,57,81,hold,negative,lane-boundary
g085,event finality,111,71,14,77,300,ship,baseline,monotonic-signal
g086,nonce pressure,107,9,33,91,149,watch,edge,drag-penalty
g087,settlement risk,109,16,44,60,74,hold,recovery,confidence-floor
g088,proof depth,113,57,30,92,225,ship,negative,lane-boundary
g089,event finality,31,45,24,69,56,hold,baseline,monotonic-signal
g090,nonce pressure,37,41,23,62,62,hold,edge,drag-penalty
g091,settlement risk,88,42,45,20,13,hold,recovery,confidence-floor
g092,proof depth,73,10,36,90,66,hold,negative,lane-boundary
g093,event finality,69,31,33,86,90,hold,baseline,monotonic-signal
g094,nonce pressure,104,44,33,46,133,watch,edge,drag-penalty
g095,settlement risk,91,18,35,30,55,hold,recovery,confidence-floor
g096,proof depth,88,8,37,27,26,hold,negative,lane-boundary
